"gene_id","master_id","skel_code","skel_elem","year_pub","pub_abbr","doi","link","date_metho","date_BP","date_err","date_full","age_at_death","group","locality","pol_ent","lat","long","Pulldown.Strategy","suffices","data_type","no_lib","snps_1240k","snps_ho","mol_sex","ROH_tot","ROH_tot2","Y_hap","Y_hap2","Y.hap3","mtDNA_cov","mtDNA_hap","mtDNA_match","damage","sex_ratio","angsd","hapconx","lib_type","libs","endo","assess","assess_warn","mtDNA_hap_simp","y_hap_simp"
"I26830.AG","I26830","A16-005_M068; Wervershoof61_V638 (skeleton 3)","petrous",2021,"PattersonNature2021","doi:10.1038/s41586-021-04287-4","ENA:PRJEB47891","Direct: IntCal20",3429,89,"1620-1311 calBCE (3210±60 BP, GrA-18886)","23+ yrs","Netherlands_MBA.AG","Wervershoof-Zwaagdijk (Noord-Holland, Medemblik)","Netherlands",52.712,5.145,"Native Pulldown on 3.2M snpset","AG","1240k",1,850963,458151,"M","0","0","R-Y6234","R1b1a1b1a1a2e1",NA,"99.17","H3v+16093","[0.944,0.973]","0.089",0.425,"[0.002,0.006]","[0.002,0.005]","ds.half","S26830.Y1.E1.L1","0.413","PASS","mtcontam=[0.944,0.973], hapConX=[0.002,0.005]","H3v","R1b"
"I27296.AG","I27296","P9348 (AMZ_9, Jakovo-Kormadin, 1904, burial 9)","petrous",2023,"OlaldeCarrionCell2023","doi:10.1016/j.cell.2023.10.018","ENA:PRJEB66422","Direct: IntCal20",1427,43,"435-587 calCE (1545±20 BP, PSUAMS-13193)","adult 30-40 yrs ","Croatia_Gepidic.AG","Jakovo-Kormadin (Belgrade, Surčin Municipality, Jakovo)","Serbia",44.7787,20.248,"Native Pulldown on 3.2M snpset","AG","1240k",1,822310,443583,"M","0","0","R-Z2124","R1a1a1b2a2",NA,"139.3","H28","[0.981,0.997]","0.098",0.441,"[0.003,0.005]","[0.003,0.006]","ds.half","S27296.Y1.E1.L1","0.603","PASS",NA,"H28","R1a"
"I27297.AG","I27297","P9349 (AMZ, Jakovo-Kormadin, 1904, burial 16, ind. 5)","petrous",2023,"OlaldeCarrionCell2023","doi:10.1016/j.cell.2023.10.018","ENA:PRJEB66422","Direct: IntCal20, R_Combine, the two dates are inconsistent from a radiocarbon fraction perspective but have an overlapping calibrated range",1540,40,"426-539 calCE (1593±15 BP) [R_Combine: (1655±20 BP, PSUAMS-14624), (1530±20 BP, PSUAMS-13194)]","adult >40 yrs","Croatia_Gepidic_oAegean.AG","Jakovo-Kormadin (Belgrade, Surčin Municipality, Jakovo)","Serbia",44.7787,20.248,"Native Pulldown on 3.2M snpset","AG","1240k",1,824224,445273,"M","0","0","E-PH1173","E1b1b1a1b1a6a1~",NA,"221.9","H5d","[0.966,0.988]","0.074",0.443,"[0.002,0.004]","[0.003,0.005]","ds.half","S27297.Y1.E1.L1","0.596","PASS",NA,"H5d","E1b"
"I27379.AG","I27379","GENLAB 388 (Sk4657 (4307))","petrous",2021,"PattersonNature2021","doi:10.1038/s41586-021-04287-4","ENA:PRJEB47891","Direct: IntCal20",2068,40,"174-51 calBCE (2109±17 BP, SUERC-80747)",NA,"England_LIA.AG","North Bersted (England, Sussex)","United Kingdom",50.806775,-0.6898706,"Native Pulldown on 3.2M snpset","AG","1240k",1,761072,408552,"M","0","0","R-Z251","R1b1a1b1a1a2c1",NA,"111.3","H7d","[0.958,0.984]","0.12",0.419,"[0.001,0.006]","[0.001,0.005]","ds.half","S27379.Y1.E1.L1","0.052","PASS",NA,"H7d","R1b"
"I27380.AG","I27380","GENLAB 389 (Display skeleton)","petrous",2021,"PattersonNature2021","doi:10.1038/s41586-021-04287-4","ENA:PRJEB47891","Direct: IntCal20",4228,70,"2453-2146 calBCE (3826±33 BP, SUERC-55526)",NA,"England_EBA_BellBeaker.AG","Racton Man' (England, Sussex, Westbourne)","United Kingdom",50.872397,-0.8959603,"Native Pulldown on 3.2M snpset","AG","1240k",1,842360,453629,"M","20.233992","0","R-L21","R1b1a1b1a1a2c1",NA,"124.8","H3k1","[0.979,0.996]","0.129",0.438,"[0.003,0.006]","[0.004,0.006]","ds.half","S27380.Y1.E1.L1","0.538","PASS",NA,"H3k","R1b"
"I27382.AG","I27382","GENLAB 391 (110920-19-F)","petrous",2021,"PattersonNature2021","doi:10.1038/s41586-021-04287-4","ENA:PRJEB47891","Direct: IntCal20",2592,72,"774-540 calBCE (2493±25 BP, SUERC-97713)",NA,"England_EIA.AG","Bottle Knap (England, Dorset, Long Bredy)","United Kingdom",50.710999,-2.611068,"Native Pulldown on 3.2M snpset","AG","1240k",1,862986,463972,"M","0","0","R-DF23","R1b1a1b1a1a2c1a1a1a1",NA,"173.1","H1","[0.969,0.989]","0.114",0.443,"[0.004,0.007]","[0.004,0.006]","ds.half","S27382.Y1.E1.L1","0.39","PASS",NA,"H1","R1b"
"I27384.AG","I27384","GENLAB 393 (HOB 13, Skeleton 1, east)","petrous",2021,"PattersonNature2021","doi:10.1038/s41586-021-04287-4","ENA:PRJEB47891","Direct: IntCal20",1945,42,"90 calBCE - 110 calCE (2010±30 BP, SUERC-50518)",NA,"Scotland_LIA.AG","Linlithgow (Scotland, West Lothian)","United Kingdom",55.989526,-3.5255164,"Native Pulldown on 3.2M snpset","AG","1240k",1,704633,377322,"M","0","0","R-DF13","R1b1a1b1a1a2c1",NA,"127.9","H2a2a1g","[0.960,0.984]","0.203",0.419,"[0.001,0.008]","[0.003,0.009]","ds.half","S27384.Y1.E1.L1","0.031","PASS",NA,"H2a","R1b"
"I27385.AG","I27385","GENLAB 394 (HOB 13, Skeleton 2, west)","petrous",2021,"PattersonNature2021","doi:10.1038/s41586-021-04287-4","ENA:PRJEB47891","Direct: IntCal20",1916,42,"43 calBCE - 117 calCE (1984±28 BP, SUERC-50519)",NA,"Scotland_LIA.AG","Linlithgow (Scotland, West Lothian)","United Kingdom",55.989526,-3.5255164,"Native Pulldown on 3.2M snpset","AG","1240k",1,846442,453143,"M","4.179395","0","R-Z2186","R1b1a1b1a1a2c1",NA,"178","T2b19","[0.976,0.991]","0.159",0.429,"[0.003,0.007]","[0.004,0.008]","ds.half","S27385.Y1.E1.L1","0.087","PASS",NA,"T2b","R1b"
"I27771.AG","I27771","E1012 (23120; 12283; Asparn Schletz_93/10, 4269, 4270, 4318, 4334, 4336, 4337, 4343; 93/10)","tooth (molar)",2023,"GelabertBioRxiv2023","doi:10.1101/2023.07.07.548126","ENA:PRJEB64177","Context: Date in same family (I30418)",7025,130,"5250-4800 BCE","40-50 yrs","Austria_N_LBK.AG","Asparn Schletz (Niederösterreich, Mistelbach)","Austria",48.579752,16.46931,"Native Pulldown on 3.2M snpset","AG","1240k",1,258487,137213,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","C-V86","C1a2",NA,"75.12","T2b","[0.982,0.995]","0.109",0.391,"n/a (177 SNPs)","[0.022,0.052]","ds.half","S27771.E1.L1","0.0098","CRITICAL","hapConX=[0.022,0.052]","T2b","C1a"
"I27772.AG","I27772","E1013 (23121; 12284; Asparn Schletz_93/11, 4264, 4291; 93/11)","tooth (premolar)",2023,"GelabertBioRxiv2023","doi:10.1101/2023.07.07.548126","ENA:PRJEB64177","Direct: IntCal20",7137,77,"5308-5058 calBCE (6235±40 BP, VERA-2020)","16-20 yrs","Austria_N_LBK.AG","Asparn Schletz (Niederösterreich, Mistelbach)","Austria",48.579752,16.46931,"Native Pulldown on 3.2M snpset","AG","1240k",1,614247,328750,"M","10.400601","0","C-V20","C1a2",NA,"423.8","J1c1","[0.975,0.993]","0.091",0.417,"[0.002,0.013]","[0.002,0.008]","ds.half","S27772.E1.L1","0.015","PASS",NA,"J1c","C1a"
"I27773.AG","I27773","E1017 (23125; 12288; Asparn Schletz_93/15, 4472, 4475; 93/15)","ossicle (incus)",2023,"GelabertBioRxiv2023","doi:10.1101/2023.07.07.548126","ENA:PRJEB64177","Direct: IntCal20",7092,61,"5296-5047 calBCE (6205±30 BP, VERA-2738)","35-50 yrs","Austria_N_LBK.AG","Asparn Schletz (Niederösterreich, Mistelbach)","Austria",48.579752,16.46931,"Native Pulldown on 3.2M snpset","AG","1240k",1,902840,483986,"M","19.807702","0","C-V86","C1a2",NA,"198.8","J2b1d","[0.986,0.998]","0.093",0.437,"[0.004,0.007]","[0.004,0.006]","ds.half","S27773.E1.L1","0.706","PASS",NA,"J2b","C1a"
"I27776.AG","I27776","E1019 (23127; 12290; Asparn Schletz_93/17, 4520, 4522; 93/17)","tooth (molar)",2023,"GelabertBioRxiv2023","doi:10.1101/2023.07.07.548126","ENA:PRJEB64177","Direct: IntCal20; R_combine",7006,74,"5207-4945 calBCE (6113±23 BP) [R_combine: (6130±35 BP, VERA-2010), (6100±30 BP, VERA-2011)]","30-45 yrs","Austria_N_LBK.AG","Asparn Schletz (Niederösterreich, Mistelbach)","Austria",48.579752,16.46931,"Native Pulldown on 3.2M snpset","AG","1240k",1,261357,137556,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","E-M78","E1b1b1a1",NA,"44.24","W1+119","[0.964,0.985]","0.093",0.392,"n/a (189 SNPs)","[0,0.004]","ds.half","S27776.E1.L1","0.026","PASS",NA,"W1+","E1b"
"I27778.AG","I27778","E1022 (23130; 12293; Asparn Schletz_93/19-2, 4503; 93/19-2)","tooth (molar)",2023,"GelabertBioRxiv2023","doi:10.1101/2023.07.07.548126","ENA:PRJEB64177","Direct: IntCal20; R_combine",7208,38,"5312-5208 calBCE (6268±23 BP) [R_combine: (6254±31 BP, MAMS-42229), (6258±31 BP,MAMS-42232)]","30-40 yrs","Austria_N_LBK.AG","Asparn Schletz (Niederösterreich, Mistelbach)","Austria",48.579752,16.46931,"Native Pulldown on 3.2M snpset","AG","1240k",1,879955,468408,"M","10.991401","0","G-Z6885","G2a2b2a3",NA,"168.5","T2b4","[0.983,0.995]","0.069",0.399,"[0.004,0.010]","[0.005,0.009]","ds.half","S27778.E1.L1","0.146","PASS","hapConX=[0.005,0.009]","T2b","G2a"
"I27780.AG","I27780","E1035 (23143; 12306; Asparn Schletz_96/4, 5185, 5002, 5006, 5232, 5425, 5436; 96/4)","tooth (molar)",2023,"GelabertBioRxiv2023","doi:10.1101/2023.07.07.548126","ENA:PRJEB64177","Context: Approximate union of 29 direct dates from individuals from same site and context for which we have genetic data except for the chronological outlier Asp6",7100,87,"5300-5000 BCE","45-60 yrs","Austria_N_LBK.AG","Asparn Schletz (Niederösterreich, Mistelbach)","Austria",48.579752,16.46931,"Native Pulldown on 3.2M snpset","AG","1240k",1,80237,42813,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","C-F3393","C",NA,"30.28","H27","[0.877,0.939]","0.085",0.371,"n/a (26 SNPs)","n/a (<2000 X SNPs)","ds.half","S27780.E1.L1","0.0016","QUESTIONABLE","mtcontam=[0.877,0.930]","H27","C"
"I27785.AG","I27785","E1048 (99/2)","tooth (molar)",2023,"GelabertBioRxiv2023","doi:10.1101/2023.07.07.548126","ENA:PRJEB64177","Context: Approximate union of 29 direct dates from individuals from same site and context for which we have genetic data except for the chronological outlier Asp6",7100,87,"5300-5000 BCE","child","Austria_N_LBK.AG","Asparn Schletz (Niederösterreich, Mistelbach)","Austria",48.579752,16.46931,"Native Pulldown on 3.2M snpset","AG","1240k",1,67777,36179,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","C-F16270","C1a2",NA,"139.1","K2a","[0.957,0.981]","0.07",0.317,"n/a (23 SNPs)","n/a (<2000 X SNPs)","ds.half","S27785.E1.L1","0.0016","QUESTIONABLE","sexratio=0.317","K2a","C1a"
"I27787_d.AG","I27787","E1051 (23160; 12323; Asparn Schletz_2001 Fn. 10640, 10640, 10865, 10903, 10923, 11649, 11650; 2001 Fn. 10640)","ossicle (incus, malleus)",2023,"GelabertBioRxiv2023","doi:10.1101/2023.07.07.548126","ENA:PRJEB64177","Context: Approximate union of 29 direct dates from individuals from same site and context for which we have genetic data except for the chronological outlier Asp6",7100,87,"5300-5000 BCE","9 mos","Austria_N_LBK_1d.rel.I24906.AG","Asparn Schletz (Niederösterreich, Mistelbach)","Austria",48.579752,16.46931,"Native Pulldown on 3.2M snpset","AG","1240k",1,252211,131084,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","C-V86","C1a2",NA,"7.167","U3a1",NA,NA,0.434,"[0,0.027]","[0,0.005]","ds.half","S27787.E1.L1","0.416","PASS",NA,"U3a","C1a"
"I27788_d.AG","I27788","E1055 (23164; 12327; Asparn Schletz_2001 Fn. 11057, 11057, 11053, 11056, 11639, 11642, 11643, 11644, 11648; 2001 Fn. 11057)","tooth (incisor)",2023,"GelabertBioRxiv2023","doi:10.1101/2023.07.07.548126","ENA:PRJEB64177","Context: Approximate union of 29 direct dates from individuals from same site and context for which we have genetic data except for the chronological outlier Asp6",7100,87,"5300-5000 BCE","35-45 yrs","Austria_N_LBK.AG","Asparn Schletz (Niederösterreich, Mistelbach)","Austria",48.579752,16.46931,"Native Pulldown on 3.2M snpset","AG","1240k",1,19409,10291,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","C-Y11591","C1a2",NA,"4.156","H+16129",NA,NA,0.416,"n/a (3 SNPs)","n/a (<2000 X SNPs)","ds.half","S27788.E1.L1","0.025","PASS",NA,"H+1","C1a"
"I27791.AG","I27791","E1059 (23168; 12331; Asparn Schletz_2003 Fn. 12626, 2003 Fn. 12626)","tooth (molar)",2023,"GelabertBioRxiv2023","doi:10.1101/2023.07.07.548126","ENA:PRJEB64177","Context: Approximate union of 29 direct dates from individuals from same site and context for which we have genetic data except for the chronological outlier Asp6",7100,87,"5300-5000 BCE","adult ","Austria_N_LBK.AG","Asparn Schletz (Niederösterreich, Mistelbach)","Austria",48.579752,16.46931,"Native Pulldown on 3.2M snpset","AG","1240k",1,112021,58739,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","C-F3393","C",NA,"22.45","H7c","[0.950,0.988]","0.155",0.394,"n/a (46 SNPs)","n/a (<2000 X SNPs)","ds.half","S27791.E1.L1","0.0053","PASS",NA,"H7c","C"
"I27793.AG","I27793","E1062 (23171; 12334; Asparn Schletz_2003 Fn. 12671, 2003 Fn. 12671)","ossicle (incus)",2023,"GelabertBioRxiv2023","doi:10.1101/2023.07.07.548126","ENA:PRJEB64177","Context: Approximate union of 29 direct dates from individuals from same site and context for which we have genetic data except for the chronological outlier Asp6",7100,87,"5300-5000 BCE","1.5 yrs","Austria_N_LBK.AG","Asparn Schletz (Niederösterreich, Mistelbach)","Austria",48.579752,16.46931,"Native Pulldown on 3.2M snpset","AG","1240k",1,902564,482850,"M","25.521602","0","G-PF3177","G2a2a1a",NA,"236.8","H","[0.953,0.980]","0.097",0.419,"[0.004,0.007]","[0.005,0.007]","ds.half","S27793.E1.L1","0.523","PASS","mtcontam=[0.953,0.980], hapConX=[0.005,0.007]","H","G2a"
"I27805.AG","I27805","E1089 (23325; 12488; Asparn Schletz_2005 Fn. 14560, 13870, 14560; 2005 Fn. 14560)","tooth (molar)",2023,"GelabertBioRxiv2023","doi:10.1101/2023.07.07.548126","ENA:PRJEB64177","Context: Approximate union of 29 direct dates from individuals from same site and context for which we have genetic data except for the chronological outlier Asp6",7100,87,"5300-5000 BCE","9-11 yrs","Austria_N_LBK.AG","Asparn Schletz (Niederösterreich, Mistelbach)","Austria",48.579752,16.46931,"Native Pulldown on 3.2M snpset","AG","1240k",1,93208,49121,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","C-V86","C1a2",NA,"68.78","H","[0.988,1.000]","0.136",0.399,"n/a (28 SNPs)","n/a (<2000 X SNPs)","ds.half","S27805.E1.L1","0.0027","PASS",NA,"H","C1a"
"I28397.AG","I28397","P9583 (Grave 139)","petrous",2023,"OlaldeCarrionCell2023","doi:10.1016/j.cell.2023.10.018","ENA:PRJEB66422","Context: Date(s) from site (I28391, I28390)",1150,58,"700-900 CE","adult 35-50 yrs ","Croatia_EarlyMedieval_Avar.AG","Nuštar (Vukovar-Syrmia County, Općina Nuštar, Dvorac)","Croatia",45.338156,18.845028,"Native Pulldown on 3.2M snpset","AG","1240k",1,835203,450945,"M","0","0","J-FGC62445","J2b2a1a1a1a1a1a",NA,"175.3","J1c1b1a","[0.991,0.999]","0.119",0.443,"[0.002,0.005]","[0.004,0.006]","ds.half","S28397.Y1.E1.L1","0.54","PASS",NA,"J1c","J2b"
"I28400.AG","I28400","P9586 (Grave 118)","petrous",2023,"OlaldeCarrionCell2023","doi:10.1016/j.cell.2023.10.018","ENA:PRJEB66422","Context: Date(s) from site (I28391, I28390)",1150,58,"700-900 CE","adult 20-35 yrs ","Croatia_EarlyMedieval_Avar.AG","Nuštar (Vukovar-Syrmia County, Općina Nuštar, Dvorac)","Croatia",45.338156,18.845028,"Native Pulldown on 3.2M snpset","AG","1240k",1,856242,460725,"M","0","0","Q-YP789","Q1a2a1a~",NA,"120.4","H14b2","[0.981,0.998]","0.108",0.443,"[0.002,0.005]","[0.003,0.005]","ds.half","S28400.Y1.E1.L1","0.222","PASS",NA,"H14","Q1a"
"I28426.AG","I28426","P9678 (7)","petrous",2023,"GelabertBioRxiv2023","doi:10.1101/2023.07.07.548126","ENA:PRJEB64177","Direct: IntCal20",7511,40,"5625-5482 calBCE (6630±35 BP, PSUAMS-15082)","19-20 yrs","Croatia_EN_Starcevo.AG","Vinkovci-Nama (Vukovar-Syrmia County, Grad Vinkovci)","Croatia",45.287927,18.804124,"Native Pulldown on 3.2M snpset","AG","1240k",1,820717,443741,"M","0","0","H","H",NA,"73.11","K1a5","[0.978,0.995]","0.139",0.435,"[0.003,0.007]","[0.004,0.006]","ds.half","S28426.Y1.E1.L1","0.55","PASS",NA,"K1a","H"
"I28427.AG","I28427","P9679 (15)","petrous",2023,"GelabertBioRxiv2023","doi:10.1101/2023.07.07.548126","ENA:PRJEB64177","Context: Date(s) from same site (I28426)",7500,58,"5650-5450 BCE","30-35 yrs","Croatia_EN_Starcevo.AG","Vinkovci-Nama (Vukovar-Syrmia County, Grad Vinkovci)","Croatia",45.287927,18.804124,"Native Pulldown on 3.2M snpset","AG","1240k",1,185277,99680,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","F","F",NA,"22.77","T2b","[0.986,1.000]","0.256",0.404,"n/a (78 SNPs)","[0,0.024]","ds.half","S28427.Y1.E1.L1","0.127","PASS",NA,"T2b","F"
"I29877.TW","I29877","HUNG 484 (41456, 2)","petrous",2023,"GelabertBioRxiv2023","doi:10.1101/2023.07.07.548126","ENA:PRJEB64177","Direct: IntCal20",7940,44,"6069-5909 calBCE (7120±40 BP, PSUAMS-15083)","50-59 yrs","Hungary_EN.TW","Egerág-Gyilkos-tó (Southeastern part of Transdanubia, Baranya County, northwest of Egerág village, HT 156)","Hungary",45.98,18.15,"Native Pulldown on 3.2M snpset","TW","Twist1.4M",1,1001863,531018,"M","9.916398","0","G-Y140837","G2a2a1a2a2a1",NA,"6.748","J2b1d","[0.923,0.983]","0.151",0.411,"[0.004,0.009]","[0.006,0.009]","ds.half","S29877.Y1.E1.L1","0.371","PASS","hapConX=[0.006,0.009]","J2b","G2a"
"I29891.TW","I29891","HUNG 680 (33/A, 2.007.147)","petrous",2023,"GelabertBioRxiv2023","doi:10.1101/2023.07.07.548126","ENA:PRJEB64177","Direct: IntCal20",6982,76,"5208-4907 calBCE (6100±30 BP, PSUAMS-15000)","5.5-6 yrs","Hungary_MN_LBK.TW","Vonyarcvashegy-Mandulás lakópart III. ütem (Zala County, Vonyarcvashegy)","Hungary",46.76,17.3,"Native Pulldown on 3.2M snpset","TW","Twist1.4M",1,972701,517488,"M","0","0","H","H",NA,"5.387","H+16311","[0.897,0.987]","0.114",0.426,"[0.003,0.008]","[0.003,0.006]","ds.half","S29891.Y1.E1.L1","0.276","PASS",NA,"H+1","H"
"I29958.TW","I29958","HUNG 954 (S3)","petrous",2023,"GelabertBioRxiv2023","doi:10.1101/2023.07.07.548126","ENA:PRJEB64177","Context: Archaeological",7100,144,"5400-4900 BCE","35-40 yrs","Hungary_MN_ALBK.TW","Arnót-Arnóti-oldal Dél (Borsod-Abaúj-Zemplén County, Miskolc)","Hungary",48.13,20.86,"Native Pulldown on 3.2M snpset","TW","Twist1.4M",1,732877,400646,"M","13.774109","0","H","H",NA,"2.129","H2a2","[0.652,0.914]","0.159",0.393,"[0.000,0.007]","[0.001,0.005]","ds.half","S29958.Y1.E1.L1","0.041","PASS","mtcontam=[0.652,0.910], ANGSD=[0.000,0.007], hapConX=[0.001,0.005]","H2a","H"
"I30300.TW","I30300","9041 (tooth 9041 (80), HBG HN 81/82, 336/ North chamber)","tooth (canine)",2021,"FowlerOlaldeNature2021","doi:10.1038/s41586-021-04241-4","ENA:PRJEB46958","Context: Archaeological",5575,72,"3750-3500 BCE","adult","England_N_Megalithic.TW","Hazleton North (England, Gloucestershire, Cheltenham)","United Kingdom",51.861211,-1.883011,"Native Pulldown on 3.2M snpset","TW","Twist1.4M",1,995826,522187,"M","25.230387","0","I-Y3709","I2a1b1a1a1",NA,"9.42","N1b1b","[0.948,0.996]","0.074",0.378,"[0.001,0.005]","[0.002,0.005]","ds.half","S30300.Y1.E1.L1","0.152","PASS",NA,"N1b","I2a"
"I30413.TW","I30413","E609","petrous",2023,"GelabertBioRxiv2023","doi:10.1101/2023.07.07.548126","ENA:PRJEB64177","Context: Approximate union of 29 direct dates from individuals from same site and context for which we have genetic data except for the chronological outlier Asp6",7100,87,"5300-5000 BCE","20-30 yrs","Austria_N_LBK.TW","Asparn Schletz (Niederösterreich, Mistelbach)","Austria",48.579752,16.46931,"Native Pulldown on 3.2M snpset","TW","Twist1.4M",1,1059130,558503,"M","38.888705","0","J-Z6050","J2a1",NA,"41.55","K1a","[0.987,0.999]","0.085",0.382,"[0.004,0.007]","[0.006,0.009]","ds.half","S30413.E1.L1","0.494","PASS","hapConX=[0.006,0.009]","K1a","J2a"
"I30418.TW","I30418","E614","petrous",2023,"GelabertBioRxiv2023","doi:10.1101/2023.07.07.548126","ENA:PRJEB64177","Direct (WARNING MISSING LAB CODE): IntCal20",6904,62,"5197-4844 calBCE (6055±35 BP)",NA,"Austria_N_LBK.TW","Asparn Schletz (Niederösterreich, Mistelbach)","Austria",48.579752,16.46931,"Native Pulldown on 3.2M snpset","TW","Twist1.4M",1,1097220,569024,"M","7.405997","0","C-V86","C1a2",NA,"36.79","K1a3","[0.976,0.995]","0.088",0.387,"[0.006,0.009]","[0.007,0.01]","ds.half","S30418.E1.L1","0.264","PASS","ANGSD=[0.006,0.009], hapConX=[0.007,0.01]","K1a","C1a"
"I30421.TW","I30421","E617","petrous",2023,"GelabertBioRxiv2023","doi:10.1101/2023.07.07.548126","ENA:PRJEB64177","Direct: IntCal20",6075,35,"5205-4847 calBCE (6075±35 BP, VERA-2008)","35-50 yrs","Austria_N_LBK.TW","Asparn Schletz (Niederösterreich, Mistelbach)","Austria",48.579752,16.46931,"Native Pulldown on 3.2M snpset","TW","Twist1.4M",1,1096490,569011,"M","0","0","G-P303","G2a2b2a",NA,"46.27","H40","[0.954,0.982]","0.103",0.396,"[0.005,0.008]","[0.006,0.009]","ds.half","S30421.E1.L1","0.571","PASS","ANGSD=[0.005,0.008], hapConX=[0.006,0.009]","H40","G2a"
"I30423.TW","I30423","E618","petrous",2023,"GelabertBioRxiv2023","doi:10.1101/2023.07.07.548126","ENA:PRJEB64177","Context: Approximate union of 29 direct dates from individuals from same site and context for which we have genetic data except for the chronological outlier Asp6",7100,87,"5300-5000 BCE","18-20 yrs","Austria_N_LBK.TW","Asparn Schletz (Niederösterreich, Mistelbach)","Austria",48.579752,16.46931,"Native Pulldown on 3.2M snpset","TW","Twist1.4M",1,1115675,574061,"M","6.303907","0","G-U1","G2a2b2a1a1a1",NA,"67.48","H7c","[0.967,0.990]","0.083",0.398,"[0.006,0.009]","[0.006,0.008]","ds.half","S30423.E1.L1","0.527","PASS","ANGSD=[0.006,0.009], hapConX=[0.006,0.008]","H7c","G2a"
"I30428.TW","I30428","E625","petrous",2023,"GelabertBioRxiv2023","doi:10.1101/2023.07.07.548126","ENA:PRJEB64177","Context: Approximate union of 29 direct dates from individuals from same site and context for which we have genetic data except for the chronological outlier Asp6",7100,87,"5300-5000 BCE","35-45 yrs","Austria_N_LBK.TW","Asparn Schletz (Niederösterreich, Mistelbach)","Austria",48.579752,16.46931,"Native Pulldown on 3.2M snpset","TW","Twist1.4M",1,1099976,569951,"M","0","0","C-V86","C1a2",NA,"51.94","H","[0.956,0.985]","0.091",0.397,"[0.005,0.009]","[0.006,0.009]","ds.half","S30428.E1.L1","0.545","PASS","ANGSD=[0.005,0.009], hapConX=[0.006,0.009]","H","C1a"
"I30430.TW","I30430","E626","tooth (canine)",2023,"GelabertBioRxiv2023","doi:10.1101/2023.07.07.548126","ENA:PRJEB64177","Context: Approximate union of 29 direct dates from individuals from same site and context for which we have genetic data except for the chronological outlier Asp6",7100,87,"5300-5000 BCE","30-45 yrs","Austria_N_LBK.TW","Asparn Schletz (Niederösterreich, Mistelbach)","Austria",48.579752,16.46931,"Native Pulldown on 3.2M snpset","TW","Twist1.4M",1,970087,503907,"M","17.108005","0","J-Z6050","J2a1",NA,"50.49","W5","[0.966,0.985]","0.06",0.339,"[0.012,0.021]","[0.012,0.017]","ds.half","S30430.E1.L1","0.244","QUESTIONABLE","ANGSD=[0.012,0.021], hapConX=[0.012,0.017]","W5","J2a"
"I30434.TW","I30434","E623","petrous",2023,"GelabertBioRxiv2023","doi:10.1101/2023.07.07.548126","ENA:PRJEB64177","Context: Approximate union of 29 direct dates from individuals from same site and context for which we have genetic data except for the chronological outlier Asp6",7100,87,"5300-5000 BCE","20-25 yrs","Austria_N_LBK.TW","Asparn Schletz (Niederösterreich, Mistelbach)","Austria",48.579752,16.46931,"Native Pulldown on 3.2M snpset","TW","Twist1.4M",1,1102950,569227,"M","31.94542","0","C-V20","C1a2",NA,"38.25","K1a","[0.963,0.986]","0.073",0.392,"[0.004,0.007]","[0.005,0.007]","ds.half","S30434.E1.L1","0.142","PASS","hapConX=[0.005,0.007]","K1a","C1a"
"I30477.TW","I30477","P10419 (114-NM-BC2)","petrous",2022,"LiuScience2022","doi:10.1126/science.abm6536","ENA:PRJEB51180","Direct: IntCal20",246,64,"1644-1797 calCE (235±15 BP, PSUAMS-11009)",NA,"Micronesia_SaudeleurDynasty.TW","Man Nadol - Pahndauwas (Caroline Islands, Pohnpei, Temwen Island)","Federated States of Micronesia",6.844504,158.335674,"Native Pulldown on 3.2M snpset","TW","Twist1.4M",1,1010253,536076,"M","75.116092","0","C-F1370","C1b",NA,"34.16","B4a1a1a18","[0.983,0.998]","0.062",0.429,"[0.002,0.006]","[0.002,0.004]","ds.half","S30477.Y1.E1.L1","0.372","PASS",NA,"B4a","C1b"
"I30478.TW","I30478","P10420 (114-NM-BC3)","petrous",2022,"LiuScience2022","doi:10.1126/science.abm6536","ENA:PRJEB51180","Direct: IntCal20",246,64,"1644-1797 calCE (235±15 BP, PSUAMS-12040)",NA,"Micronesia_SaudeleurDynasty.TW","Man Nadol - Pahndauwas (Caroline Islands, Pohnpei, Temwen Island)","Federated States of Micronesia",6.844504,158.335674,"Native Pulldown on 3.2M snpset","TW","Twist1.4M",1,996207,529776,"M","61.763296","0","S","S",NA,"33.46","B4a1a1a18","[0.982,0.998]","0.052",0.426,"[0.002,0.006]","[0.002,0.004]","ds.half","S30478.Y1.E1.L1","0.327","PASS",NA,"B4a","S"
